condition,round,n_runs,mean,std,source,metric
exp2,86,18,0.07287732760111487,0.048800267009737656,client,evaluation_duration_s
exp2,87,18,0.07571727699703636,0.055787994237764475,client,evaluation_duration_s
exp2,88,18,0.07740664482116695,0.05654969089440704,client,evaluation_duration_s
exp2,89,18,0.07071422206030946,0.05143307099223571,client,evaluation_duration_s
exp2,90,18,0.07487907674577497,0.0494062240724402,client,evaluation_duration_s
exp2,91,18,0.07467275195651579,0.055199578965233045,client,evaluation_duration_s
exp2,92,18,0.08568927976820201,0.05586936702183891,client,evaluation_duration_s
exp2,93,18,0.07793151007758242,0.053389078429279924,client,evaluation_duration_s
exp2,94,18,0.07018348905775278,0.04931292901172315,client,evaluation_duration_s
exp2,95,18,0.08726742532518171,0.05014513777087867,client,evaluation_duration_s
exp2,96,18,0.08134237925211585,0.0580550651097026,client,evaluation_duration_s
exp2,97,18,0.07504971822102861,0.05531554171467338,client,evaluation_duration_s
exp2,98,18,0.08174326684739851,0.05291349839190542,client,evaluation_duration_s
exp2,99,18,0.07572627067565914,0.05049753950157119,client,evaluation_duration_s
exp2,100,18,0.07395678096347383,0.05060761561667977,client,evaluation_duration_s
exp1,1,62,0.1896774193548387,0.03958670674112895,client,accuracy
exp1,2,62,0.21758064516129033,0.04127816411086894,client,accuracy
exp1,3,62,0.23419354838709677,0.041981587966466255,client,accuracy
exp1,4,62,0.2666129032258065,0.043303865287179076,client,accuracy
exp1,5,62,0.2845161290322581,0.034814610620238384,client,accuracy
exp1,6,62,0.2946774193548387,0.03886579438991262,client,accuracy
exp1,7,62,0.30532258064516127,0.027800090926581082,client,accuracy
exp1,8,62,0.31935483870967746,0.03697012385927697,client,accuracy
exp1,9,62,0.32935483870967747,0.038062544204047026,client,accuracy
exp1,10,62,0.3514516129032258,0.03588902632380336,client,accuracy
exp1,11,62,0.35500000000000004,0.033717728955278685,client,accuracy
exp1,12,62,0.36548387096774193,0.03969875991600145,client,accuracy
exp1,13,62,0.3790322580645161,0.03886545423023478,client,accuracy
exp1,14,62,0.3882258064516129,0.037483294357571494,client,accuracy
exp1,15,62,0.39338709677419353,0.04124868794285309,client,accuracy
exp1,16,62,0.40758064516129033,0.040273063196745736,client,accuracy
exp1,17,62,0.40241935483870966,0.039699092935542156,client,accuracy
exp1,18,62,0.4087096774193548,0.03536618144581303,client,accuracy
exp1,19,62,0.4266129032258064,0.035618357229959006,client,accuracy
exp1,20,62,0.42548387096774193,0.040718039638262024,client,accuracy
exp1,21,62,0.4180645161290323,0.0392068373795058,client,accuracy
exp1,22,62,0.43064516129032254,0.036344028654319786,client,accuracy
exp1,23,62,0.44209677419354837,0.0445059250715314,client,accuracy
exp1,24,62,0.44112903225806455,0.03841553812638742,client,accuracy
exp1,25,62,0.44161290322580643,0.04387738311260317,client,accuracy
exp1,26,62,0.44822580645161286,0.04392707046720481,client,accuracy
exp1,27,62,0.44822580645161286,0.04194157503661599,client,accuracy
exp1,28,62,0.4509677419354839,0.040395977620702676,client,accuracy
exp1,29,62,0.45435483870967747,0.044597322853633985,client,accuracy
exp1,30,62,0.4641935483870968,0.04579170184317615,client,accuracy
exp1,31,62,0.4601612903225807,0.044922225521992536,client,accuracy
exp1,32,62,0.467258064516129,0.042355612198586884,client,accuracy
exp1,33,62,0.4662903225806452,0.043390482864021286,client,accuracy
exp1,34,62,0.47016129032258064,0.049073111581343476,client,accuracy
exp1,35,62,0.4653225806451613,0.045438401536747546,client,accuracy
exp1,36,62,0.47419354838709676,0.04614831354383651,client,accuracy
exp1,37,62,0.4716129032258064,0.04828852996167241,client,accuracy
exp1,38,62,0.4824193548387097,0.05209340551295912,client,accuracy
exp1,39,62,0.477741935483871,0.04744001751439665,client,accuracy
exp1,40,62,0.4808064516129032,0.046493376475095875,client,accuracy
exp1,41,62,0.48258064516129034,0.04895416001918019,client,accuracy
exp1,42,62,0.48193548387096774,0.05181425557614017,client,accuracy
exp1,43,62,0.48612903225806453,0.051513322762164575,client,accuracy
exp1,44,62,0.4880645161290323,0.050174734340656696,client,accuracy
exp1,45,62,0.487258064516129,0.05387202062321922,client,accuracy
exp1,46,62,0.49612903225806454,0.05351129308447623,client,accuracy
exp1,47,62,0.49096774193548387,0.05632777835570729,client,accuracy
exp1,48,62,0.49951612903225806,0.04876936082482286,client,accuracy
exp1,49,62,0.49887096774193546,0.05248277902445801,client,accuracy
exp1,50,62,0.5011290322580645,0.05525217416417019,client,accuracy
exp1,51,62,0.5051612903225806,0.05866665865423083,client,accuracy
exp1,52,62,0.5040322580645161,0.057301608635313264,client,accuracy
exp1,53,62,0.5101612903225806,0.0613373348045929,client,accuracy
exp1,54,62,0.5090322580645161,0.060833275984026255,client,accuracy
exp1,55,62,0.5061290322580645,0.0614671667309741,client,accuracy
exp1,56,62,0.5087096774193548,0.0638256814278571,client,accuracy
exp1,57,62,0.5112903225806451,0.0648702076398596,client,accuracy
exp1,58,62,0.5164516129032258,0.05934331274750087,client,accuracy
exp1,59,62,0.5132258064516129,0.06406385629795636,client,accuracy
exp1,60,62,0.5175806451612904,0.06887111945263347,client,accuracy
exp1,61,62,0.5225806451612903,0.06844731092853419,client,accuracy
exp1,62,62,0.5190322580645161,0.06490117777656096,client,accuracy
exp1,63,62,0.5188709677419355,0.06653249763590027,client,accuracy
exp1,64,62,0.5217741935483872,0.07255352334200577,client,accuracy
exp1,65,62,0.5266129032258065,0.06784610232923605,client,accuracy
exp1,66,62,0.5319354838709678,0.07052121433351462,client,accuracy
exp1,67,62,0.5246774193548387,0.07683744267289079,client,accuracy
exp1,68,62,0.5333870967741936,0.06901991987081764,client,accuracy
exp1,69,62,0.5333870967741936,0.06899616402706381,client,accuracy
exp1,70,62,0.5369354838709677,0.0681028323158014,client,accuracy
exp1,71,62,0.5353225806451613,0.06771971507341518,client,accuracy
exp1,72,62,0.5409677419354838,0.07007512777385765,client,accuracy
exp1,73,62,0.5406451612903226,0.07419228380500947,client,accuracy
exp1,74,62,0.5401612903225806,0.07023361335008624,client,accuracy
exp1,75,62,0.5414516129032259,0.07565770142055032,client,accuracy
exp1,76,62,0.5409677419354838,0.07506739436304487,client,accuracy
exp1,77,62,0.5482258064516129,0.07180401818859093,client,accuracy
exp1,78,62,0.5482258064516129,0.07187247799819671,client,accuracy
exp1,79,62,0.5482258064516129,0.07839630707153065,client,accuracy
exp1,80,62,0.5525806451612902,0.07898818097667001,client,accuracy
exp1,81,62,0.547258064516129,0.0742871997631591,client,accuracy
exp1,82,62,0.557258064516129,0.07322029089993552,client,accuracy
exp1,83,62,0.547741935483871,0.0772990648436363,client,accuracy
exp1,84,62,0.5540322580645162,0.07396187935751931,client,accuracy
exp1,85,62,0.5529032258064517,0.08229071012593185,client,accuracy
exp1,86,62,0.5538709677419356,0.08345716165695433,client,accuracy
exp1,87,62,0.559516129032258,0.07306918839679749,client,accuracy
exp1,88,62,0.5533870967741936,0.08067224822735546,client,accuracy
exp1,89,62,0.5564516129032258,0.07531565866391163,client,accuracy
exp1,90,62,0.5561290322580644,0.07650896955258868,client,accuracy
exp1,91,62,0.5588709677419355,0.08018635750672096,client,accuracy
exp1,92,62,0.5579032258064517,0.08075742054467899,client,accuracy
exp1,93,62,0.5648387096774194,0.08197844449757634,client,accuracy
exp1,94,62,0.5625806451612904,0.08411419801539845,client,accuracy
exp1,95,62,0.5599999999999999,0.07762879303581062,client,accuracy
exp1,96,62,0.5661290322580645,0.07905911543569377,client,accuracy
exp1,97,62,0.5608064516129033,0.07926503347293076,client,accuracy
exp1,98,62,0.5656451612903226,0.08195602514867519,client,accuracy
exp1,99,62,0.5614516129032259,0.07606827766032537,client,accuracy
exp1,100,62,0.5675806451612903,0.08074825245778867,client,accuracy
exp2,1,18,0.19611111111111112,0.03550292264504246,client,accuracy
exp2,2,18,0.22277777777777777,0.03339699802563373,client,accuracy
exp2,3,18,0.23666666666666666,0.04365641250653994,client,accuracy
exp2,4,18,0.2688888888888889,0.03953983678279993,client,accuracy
exp2,5,18,0.2627777777777778,0.04521914684986954,client,accuracy
exp2,6,18,0.3038888888888889,0.03852255090339392,client,accuracy
exp2,7,18,0.315,0.03276475868619676,client,accuracy
exp2,8,18,0.3188888888888889,0.043641438603679104,client,accuracy
exp2,9,18,0.3522222222222222,0.04570436400267362,client,accuracy
exp2,10,18,0.3416666666666667,0.036014702879926856,client,accuracy
exp2,11,18,0.365,0.03053445498410723,client,accuracy
exp2,12,18,0.3688888888888889,0.03692422907537078,client,accuracy
exp2,13,18,0.3894444444444444,0.032079354222307246,client,accuracy
exp2,14,18,0.3938888888888889,0.0487658135907051,client,accuracy
exp2,15,18,0.40444444444444444,0.0377643190174227,client,accuracy
exp2,16,18,0.39888888888888885,0.0415704772063468,client,accuracy
exp2,17,18,0.4166666666666667,0.04200840252084029,client,accuracy
exp2,18,18,0.42055555555555557,0.030384249445709277,client,accuracy
exp2,19,18,0.4277777777777778,0.04152328270423652,client,accuracy
exp2,20,18,0.43166666666666664,0.050205460213946035,client,accuracy
exp2,21,18,0.4288888888888889,0.03924116819165493,client,accuracy
exp2,22,18,0.4388888888888889,0.034622143354470655,client,accuracy
exp2,23,18,0.4516666666666667,0.03974181380744823,client,accuracy
exp2,24,18,0.43944444444444447,0.03733350840295087,client,accuracy
exp2,25,18,0.45444444444444443,0.03713603327390072,client,accuracy
exp2,26,18,0.46166666666666667,0.05055573511423976,client,accuracy
exp2,27,18,0.4583333333333333,0.043148171524206594,client,accuracy
exp2,28,18,0.45333333333333337,0.05075894589365793,client,accuracy
exp2,29,18,0.45333333333333337,0.03235828832817663,client,accuracy
exp2,30,18,0.4555555555555555,0.04501270699313332,client,accuracy
exp2,31,18,0.47111111111111115,0.05211851752766042,client,accuracy
exp2,32,18,0.47777777777777775,0.0468483856907585,client,accuracy
exp2,33,18,0.49277777777777776,0.040988600360065054,client,accuracy
exp2,34,18,0.48277777777777775,0.033747427885527655,client,accuracy
exp2,35,18,0.4822222222222222,0.05673006833765293,client,accuracy
exp2,36,18,0.4861111111111111,0.03972536438049874,client,accuracy
exp2,37,18,0.49388888888888893,0.043809599926861155,client,accuracy
exp2,38,18,0.5011111111111111,0.035626970763055814,client,accuracy
exp2,39,18,0.5044444444444445,0.035846440831154194,client,accuracy
exp2,40,18,0.49888888888888894,0.04213268800697162,client,accuracy
exp2,41,18,0.5083333333333333,0.04232229283236242,client,accuracy
exp2,42,18,0.5077777777777778,0.048695398448573755,client,accuracy
exp2,43,18,0.5155555555555557,0.030335811146374465,client,accuracy
exp2,44,18,0.5177777777777778,0.04796512894563343,client,accuracy
exp2,45,18,0.49944444444444447,0.04179392331600123,client,accuracy
exp2,46,18,0.52,0.05041008302500836,client,accuracy
exp2,47,18,0.5094444444444445,0.04733761372526729,client,accuracy
exp2,48,18,0.5238888888888888,0.04539226273650465,client,accuracy
exp2,49,18,0.5255555555555556,0.030721179171268858,client,accuracy
exp2,50,18,0.5277777777777778,0.03750381244236935,client,accuracy
exp2,51,18,0.5216666666666667,0.037768645570569435,client,accuracy
exp2,52,18,0.5277777777777778,0.04022810775558268,client,accuracy
exp2,53,18,0.5411111111111111,0.04199284097093762,client,accuracy
exp2,54,18,0.5266666666666667,0.035479903176471116,client,accuracy
exp2,55,18,0.5394444444444445,0.032079354222307246,client,accuracy
exp2,56,18,0.5377777777777778,0.03227739248079803,client,accuracy
exp2,57,18,0.5338888888888889,0.04394366565995589,client,accuracy
exp2,58,18,0.5272222222222223,0.048966441756581144,client,accuracy
exp2,59,18,0.5461111111111111,0.05647892776111947,client,accuracy
exp2,60,18,0.5544444444444445,0.03584644083115417,client,accuracy
exp2,61,18,0.5411111111111111,0.04309891344186396,client,accuracy
exp2,62,18,0.5405555555555556,0.04964251287925823,client,accuracy
exp2,63,18,0.5483333333333333,0.05067195534833374,client,accuracy
exp2,64,18,0.5483333333333333,0.04218307438660537,client,accuracy
exp2,65,18,0.5627777777777778,0.04650180964923401,client,accuracy
exp2,66,18,0.555,0.03869184440588754,client,accuracy
exp2,67,18,0.5655555555555556,0.03791976393296806,client,accuracy
exp2,68,18,0.5644444444444444,0.04273340368903081,client,accuracy
exp2,69,18,0.5727777777777778,0.044563973256637475,client,accuracy
exp2,70,18,0.5677777777777778,0.03978701466493448,client,accuracy
exp2,71,18,0.5533333333333332,0.04352146191316214,client,accuracy
exp2,72,18,0.5716666666666667,0.04062019202317979,client,accuracy
exp2,73,18,0.5688888888888889,0.03863690538224224,client,accuracy
exp2,74,18,0.5705555555555555,0.03962652442378079,client,accuracy
exp2,75,18,0.5805555555555555,0.03932851416140445,client,accuracy
exp2,76,18,0.5816666666666667,0.03792407275224599,client,accuracy
exp2,77,18,0.5783333333333334,0.04190324990906046,client,accuracy
exp2,78,18,0.5672222222222223,0.033921285275933175,client,accuracy
exp2,79,18,0.5827777777777778,0.04725469855948414,client,accuracy
exp2,80,18,0.5677777777777778,0.03750381244236934,client,accuracy
exp2,81,18,0.5844444444444444,0.05425671248493776,client,accuracy
exp2,82,18,0.5838888888888889,0.04803661457543903,client,accuracy
exp2,83,18,0.5900000000000001,0.04158619680502031,client,accuracy
exp2,84,18,0.5938888888888889,0.04380959992686117,client,accuracy
exp2,85,18,0.5883333333333334,0.047927641539401995,client,accuracy
exp2,86,18,0.5883333333333334,0.04176263457995465,client,accuracy
exp2,87,18,0.5966666666666667,0.043521461913162134,client,accuracy
exp2,88,18,0.5983333333333333,0.047185491289540415,client,accuracy
exp2,89,18,0.5772222222222223,0.04253794922399299,client,accuracy
exp2,90,18,0.585,0.04768154162529464,client,accuracy
exp2,91,18,0.5922222222222222,0.03209463131860411,client,accuracy
exp2,92,18,0.5861111111111111,0.05065905515582624,client,accuracy
exp2,93,18,0.5916666666666667,0.04630461798847739,client,accuracy
