bundle_id,condition,defense,attack,raw_attack,rq,metric,value,unit,source_files,notes
bundle_0648,exp1,flame,envelope,min_sum,RQ1,phase_prediction_alignment_coverage,0.022180282532326782,ratio,analyzer_decision_log_20260726_023257.csv;client_metrics_log_20260726_023104.csv,
bundle_0320,exp1,multi_krum,envelope,krum_optimal,RQ1,round_identification_accuracy,1.0,ratio,analyzer_decision_log_20260721_203302.csv;client_metrics_log_20260721_203608.csv,
bundle_0575,exp1,multi_krum,envelope,noise,RQ1,round_identification_accuracy,1.0,ratio,analyzer_decision_log_20260725_171908.csv;client_metrics_log_20260725_171818.csv,
bundle_0616,exp1,trimmed_mean,envelope,scale,RQ1,round_identification_accuracy,1.0,ratio,analyzer_decision_log_20260725_222605.csv;client_metrics_log_20260725_222426.csv,
bundle_0647,exp1,flame,envelope,min_max,RQ1,round_identification_accuracy,1.0,ratio,analyzer_decision_log_20260726_020336.csv;client_metrics_log_20260726_020112.csv,
bundle_0648,exp1,flame,envelope,min_sum,RQ1,round_identification_accuracy,1.0,ratio,analyzer_decision_log_20260726_023257.csv;client_metrics_log_20260726_023104.csv,
bundle_0152,exp1,fedavg,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260718_124515.csv,
bundle_0158,exp1,fedavg,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260718_132345.csv,
bundle_0164,exp1,fedavg,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260718_141125.csv,
bundle_0170,exp1,krum,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260719_141814.csv,
bundle_0177,exp1,krum,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260719_143448.csv,
bundle_0183,exp1,multi_krum,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260719_162358.csv,
bundle_0184,exp1,multi_krum,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260719_164012.csv,
bundle_0186,exp1,flame,noise,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260719_165945.csv,
bundle_0201,exp1,flame,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_135825.csv;analyzer_decision_log_20260721_135542.csv,
bundle_0202,exp1,flame,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_141508.csv,
bundle_0208,exp1,flame,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_143135.csv,
bundle_0210,exp1,flame,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_143943.csv,
bundle_0221,exp1,flame,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_145216.csv,
bundle_0227,exp1,,,,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_150617.csv,
bundle_0233,exp1,median,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_155241.csv,
bundle_0235,exp1,median,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_161818.csv,
bundle_0243,exp1,flame,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_163221.csv,
bundle_0250,exp1,median,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_171935.csv,
bundle_0255,exp1,median,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_173153.csv,
bundle_0257,exp1,trimmed_mean,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_175335.csv,
bundle_0267,exp1,trimmed_mean,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_180724.csv,
bundle_0269,exp1,trimmed_mean,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_181744.csv,
bundle_0278,exp1,trimmed_mean,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_183504.csv,
bundle_0284,exp1,trimmed_mean,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_184837.csv,
bundle_0290,exp1,fedavg,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_190255.csv,
bundle_0296,exp1,krum,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_191430.csv;analyzer_decision_log_20260721_191334.csv,
bundle_0297,exp1,krum,envelope,krum_optimal,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_193920.csv,
bundle_0302,exp1,krum,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_195001.csv,
bundle_0309,exp1,multi_krum,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_200516.csv,
bundle_0315,exp1,multi_krum,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_202028.csv,
bundle_0320,exp1,multi_krum,envelope,krum_optimal,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260721_203355.csv;analyzer_decision_log_20260721_203302.csv;client_metrics_log_20260721_203608.csv,
bundle_0342,exp1,fedavg,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_173058.csv,
bundle_0358,exp1,fedavg,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_183051.csv,
bundle_0365,exp1,fedavg,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_185223.csv,
bundle_0371,exp1,fedavg,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_192305.csv,
bundle_0372,exp1,fedavg,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_194557.csv,
bundle_0379,exp1,krum,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_213850.csv,
bundle_0382,exp1,krum,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_201605.csv,
bundle_0383,exp1,krum,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_204520.csv,
bundle_0385,exp1,krum,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_211125.csv,
bundle_0400,exp1,krum,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_220256.csv;analyzer_decision_log_20260722_220153.csv,
bundle_0402,exp1,multi_krum,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_222759.csv,
bundle_0404,exp1,multi_krum,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_225513.csv,
bundle_0412,exp1,multi_krum,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_235118.csv,
bundle_0415,exp1,multi_krum,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260722_232736.csv,
bundle_0425,exp1,multi_krum,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_001805.csv,
bundle_0433,exp1,median,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_112250.csv;analyzer_decision_log_20260723_112151.csv,
bundle_0434,exp1,median,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_120004.csv;analyzer_decision_log_20260723_115910.csv,
bundle_0435,exp1,median,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_122916.csv;analyzer_decision_log_20260723_122830.csv,
bundle_0436,exp1,median,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_125555.csv;analyzer_decision_log_20260723_125427.csv,
bundle_0437,exp1,multi_krum,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_132037.csv;analyzer_decision_log_20260723_131843.csv,
bundle_0439,exp1,trimmed_mean,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_135215.csv,
bundle_0441,exp1,trimmed_mean,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_142235.csv,
bundle_0443,exp1,trimmed_mean,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_145025.csv,
bundle_0447,exp1,trimmed_mean,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_154036.csv;analyzer_decision_log_20260723_153938.csv,
bundle_0448,exp1,trimmed_mean,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_160648.csv;analyzer_decision_log_20260723_160552.csv,
bundle_0449,exp1,flame,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_163435.csv;analyzer_decision_log_20260723_163247.csv,
bundle_0450,exp1,flame,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_170015.csv;analyzer_decision_log_20260723_165919.csv,
bundle_0451,exp1,flame,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_172653.csv;analyzer_decision_log_20260723_172602.csv,
bundle_0453,exp1,flame,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_184017.csv;analyzer_decision_log_20260723_183845.csv,
bundle_0457,exp1,flame,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_190439.csv,
bundle_0460,exp1,fedavg,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_200240.csv;analyzer_decision_log_20260723_200145.csv,
bundle_0461,exp1,krum,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260723_203749.csv;analyzer_decision_log_20260723_203641.csv,
bundle_0511,exp1,fedavg,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_115823.csv,
bundle_0516,exp1,fedavg,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_122628.csv,
bundle_0525,exp1,fedavg,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_131716.csv,
bundle_0532,exp1,fedavg,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_133859.csv,
bundle_0536,exp1,fedavg,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_140318.csv,
bundle_0540,exp1,krum,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_142531.csv,
bundle_0546,exp1,fedavg,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_144612.csv,
bundle_0550,exp1,krum,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_151330.csv,
bundle_0556,exp1,krum,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_154215.csv,
bundle_0561,exp1,krum,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_160739.csv,
bundle_0566,exp1,multi_krum,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_163019.csv,
bundle_0570,exp1,multi_krum,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_165426.csv,
bundle_0575,exp1,multi_krum,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_171958.csv;analyzer_decision_log_20260725_171908.csv;client_metrics_log_20260725_171818.csv,
bundle_0576,exp1,multi_krum,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_175103.csv,
bundle_0582,exp1,multi_krum,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_182031.csv,
bundle_0586,exp1,median,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_191928.csv,
bundle_0592,exp1,median,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_194530.csv,
bundle_0597,exp1,median,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_203516.csv,
bundle_0602,exp1,median,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_210259.csv,
bundle_0607,exp1,median,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_213638.csv,
bundle_0612,exp1,trimmed_mean,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_220205.csv,
bundle_0616,exp1,trimmed_mean,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_222655.csv;analyzer_decision_log_20260725_222605.csv;client_metrics_log_20260725_222426.csv,
bundle_0618,exp1,trimmed_mean,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_231540.csv,
bundle_0623,exp1,trimmed_mean,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260725_234650.csv,
bundle_0628,exp1,trimmed_mean,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260726_001459.csv,
bundle_0633,exp1,flame,envelope,sign_flip,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260726_004033.csv,
bundle_0638,exp1,flame,envelope,scale,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260726_010839.csv,
bundle_0642,exp1,flame,envelope,noise,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260726_013716.csv,
bundle_0647,exp1,flame,envelope,min_max,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260726_020426.csv;analyzer_decision_log_20260726_020336.csv;client_metrics_log_20260726_020112.csv,
bundle_0648,exp1,flame,envelope,min_sum,RQ2,non_target_spillover_rate,0.0,ratio,proxy_attack_events_20260726_023346.csv;analyzer_decision_log_20260726_023257.csv;client_metrics_log_20260726_023104.csv,
bundle_0152,exp1,fedavg,envelope,sign_flip,RQ2,phase_client_match_rate,0.53,ratio,proxy_attack_events_20260718_124515.csv,
bundle_0158,exp1,fedavg,envelope,scale,RQ2,phase_client_match_rate,0.3825,ratio,proxy_attack_events_20260718_132345.csv,
bundle_0164,exp1,fedavg,envelope,noise,RQ2,phase_client_match_rate,0.3375,ratio,proxy_attack_events_20260718_141125.csv,
bundle_0170,exp1,krum,envelope,scale,RQ2,phase_client_match_rate,0.4425,ratio,proxy_attack_events_20260719_141814.csv,
bundle_0177,exp1,krum,envelope,noise,RQ2,phase_client_match_rate,0.635,ratio,proxy_attack_events_20260719_143448.csv,
bundle_0183,exp1,multi_krum,envelope,sign_flip,RQ2,phase_client_match_rate,0.78,ratio,proxy_attack_events_20260719_162358.csv,
bundle_0184,exp1,multi_krum,envelope,scale,RQ2,phase_client_match_rate,0.625,ratio,proxy_attack_events_20260719_164012.csv,
bundle_0186,exp1,flame,noise,sign_flip,RQ2,phase_client_match_rate,0.97,ratio,proxy_attack_events_20260719_165945.csv,
bundle_0201,exp1,flame,envelope,noise,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260721_135825.csv;analyzer_decision_log_20260721_135542.csv,
bundle_0202,exp1,flame,envelope,sign_flip,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260721_141508.csv,
bundle_0208,exp1,flame,envelope,scale,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260721_143135.csv,
bundle_0210,exp1,flame,envelope,noise,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260721_143943.csv,
bundle_0221,exp1,flame,envelope,min_max,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260721_145216.csv,
bundle_0227,exp1,,,,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260721_150617.csv,
bundle_0233,exp1,median,envelope,sign_flip,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260721_155241.csv,
bundle_0235,exp1,median,envelope,scale,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260721_161818.csv,
bundle_0243,exp1,flame,envelope,noise,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260721_163221.csv,
bundle_0250,exp1,median,envelope,min_max,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260721_171935.csv,
bundle_0255,exp1,median,envelope,min_sum,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260721_173153.csv,
bundle_0257,exp1,trimmed_mean,envelope,sign_flip,RQ2,phase_client_match_rate,0.996,ratio,proxy_attack_events_20260721_175335.csv,
bundle_0267,exp1,trimmed_mean,envelope,scale,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260721_180724.csv,
bundle_0269,exp1,trimmed_mean,envelope,noise,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260721_181744.csv,
bundle_0278,exp1,trimmed_mean,envelope,min_max,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260721_183504.csv,
bundle_0284,exp1,trimmed_mean,envelope,min_sum,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260721_184837.csv,
bundle_0290,exp1,fedavg,envelope,min_sum,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260721_190255.csv,
bundle_0296,exp1,krum,envelope,min_max,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260721_191430.csv;analyzer_decision_log_20260721_191334.csv,
bundle_0297,exp1,krum,envelope,krum_optimal,RQ2,phase_client_match_rate,0.996,ratio,proxy_attack_events_20260721_193920.csv,
bundle_0302,exp1,krum,envelope,sign_flip,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260721_195001.csv,
bundle_0309,exp1,multi_krum,envelope,min_max,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260721_200516.csv,
bundle_0315,exp1,multi_krum,envelope,min_sum,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260721_202028.csv,
bundle_0320,exp1,multi_krum,envelope,krum_optimal,RQ2,phase_client_match_rate,0.996,ratio,proxy_attack_events_20260721_203355.csv;analyzer_decision_log_20260721_203302.csv;client_metrics_log_20260721_203608.csv,
bundle_0342,exp1,fedavg,envelope,sign_flip,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_173058.csv,
bundle_0358,exp1,fedavg,envelope,scale,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_183051.csv,
bundle_0365,exp1,fedavg,envelope,noise,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260722_185223.csv,
bundle_0371,exp1,fedavg,envelope,min_max,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_192305.csv,
bundle_0372,exp1,fedavg,envelope,min_sum,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_194557.csv,
bundle_0379,exp1,krum,envelope,min_max,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_213850.csv,
bundle_0382,exp1,krum,envelope,sign_flip,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_201605.csv,
bundle_0383,exp1,krum,envelope,scale,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_204520.csv,
bundle_0385,exp1,krum,envelope,noise,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_211125.csv,
bundle_0400,exp1,krum,envelope,min_sum,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_220256.csv;analyzer_decision_log_20260722_220153.csv,
bundle_0402,exp1,multi_krum,envelope,sign_flip,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_222759.csv,
bundle_0404,exp1,multi_krum,envelope,scale,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_225513.csv,
bundle_0412,exp1,multi_krum,envelope,min_max,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_235118.csv,
bundle_0415,exp1,multi_krum,envelope,noise,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260722_232736.csv,
bundle_0425,exp1,multi_krum,envelope,min_sum,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_001805.csv,
bundle_0433,exp1,median,envelope,sign_flip,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_112250.csv;analyzer_decision_log_20260723_112151.csv,
bundle_0434,exp1,median,envelope,scale,RQ2,phase_client_match_rate,0.998,ratio,proxy_attack_events_20260723_120004.csv;analyzer_decision_log_20260723_115910.csv,
bundle_0435,exp1,median,envelope,noise,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_122916.csv;analyzer_decision_log_20260723_122830.csv,
bundle_0436,exp1,median,envelope,min_max,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_125555.csv;analyzer_decision_log_20260723_125427.csv,
bundle_0437,exp1,multi_krum,envelope,min_sum,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_132037.csv;analyzer_decision_log_20260723_131843.csv,
bundle_0439,exp1,trimmed_mean,envelope,sign_flip,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_135215.csv,
bundle_0441,exp1,trimmed_mean,envelope,scale,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_142235.csv,
bundle_0443,exp1,trimmed_mean,envelope,noise,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_145025.csv,
bundle_0447,exp1,trimmed_mean,envelope,min_max,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_154036.csv;analyzer_decision_log_20260723_153938.csv,
bundle_0448,exp1,trimmed_mean,envelope,min_sum,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_160648.csv;analyzer_decision_log_20260723_160552.csv,
bundle_0449,exp1,flame,envelope,sign_flip,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_163435.csv;analyzer_decision_log_20260723_163247.csv,
bundle_0450,exp1,flame,envelope,scale,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_170015.csv;analyzer_decision_log_20260723_165919.csv,
bundle_0451,exp1,flame,envelope,noise,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_172653.csv;analyzer_decision_log_20260723_172602.csv,
bundle_0453,exp1,flame,envelope,min_max,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_184017.csv;analyzer_decision_log_20260723_183845.csv,
bundle_0457,exp1,flame,envelope,min_sum,RQ2,phase_client_match_rate,1.0,ratio,proxy_attack_events_20260723_190439.csv,
