artifact_type,path
csv,tables/rq2/bundle_0575_upload_trigger_alignment.csv
csv,tables/rq3/bundle_0575_modified_update_geometry.csv
csv,tables/rq3/bundle_0576_modified_update_geometry.csv
csv,tables/rq3/bundle_0582_modified_update_geometry.csv
csv,tables/rq3/bundle_0586_modified_update_geometry.csv
csv,tables/rq3/bundle_0592_modified_update_geometry.csv
csv,tables/rq3/bundle_0597_modified_update_geometry.csv
csv,tables/rq3/bundle_0602_modified_update_geometry.csv
csv,tables/rq3/bundle_0607_modified_update_geometry.csv
csv,tables/rq3/bundle_0612_modified_update_geometry.csv
csv,tables/rq1/bundle_0616_aligned_phase_predictions.csv
csv,tables/rq1/bundle_0616_phase_confusion_counts.csv
png,figures/rq1_bundle_0616_phase_confusion.png
pdf,figures/rq1_bundle_0616_phase_confusion.pdf
eps,figures/rq1_bundle_0616_phase_confusion.eps
csv,tables/rq2/bundle_0616_upload_trigger_alignment.csv
csv,tables/rq3/bundle_0616_modified_update_geometry.csv
csv,tables/rq3/bundle_0618_modified_update_geometry.csv
csv,tables/rq3/bundle_0623_modified_update_geometry.csv
csv,tables/rq3/bundle_0628_modified_update_geometry.csv
csv,tables/rq3/bundle_0633_modified_update_geometry.csv
csv,tables/rq3/bundle_0638_modified_update_geometry.csv
csv,tables/rq3/bundle_0642_modified_update_geometry.csv
csv,tables/rq1/bundle_0647_aligned_phase_predictions.csv
csv,tables/rq1/bundle_0647_phase_confusion_counts.csv
png,figures/rq1_bundle_0647_phase_confusion.png
pdf,figures/rq1_bundle_0647_phase_confusion.pdf
eps,figures/rq1_bundle_0647_phase_confusion.eps
csv,tables/rq2/bundle_0647_upload_trigger_alignment.csv
csv,tables/rq3/bundle_0647_modified_update_geometry.csv
csv,tables/rq1/bundle_0648_aligned_phase_predictions.csv
csv,tables/rq1/bundle_0648_phase_confusion_counts.csv
png,figures/rq1_bundle_0648_phase_confusion.png
pdf,figures/rq1_bundle_0648_phase_confusion.pdf
eps,figures/rq1_bundle_0648_phase_confusion.eps
csv,tables/rq2/bundle_0648_upload_trigger_alignment.csv
csv,tables/rq3/bundle_0648_modified_update_geometry.csv
csv,tables/run_level_metrics.csv
csv,tables/aggregate_mean_std_metrics.csv
png,figures/rq1_phase_accuracy_mean_std.png
pdf,figures/rq1_phase_accuracy_mean_std.pdf
eps,figures/rq1_phase_accuracy_mean_std.eps
png,figures/rq1_phase_macro_f1_mean_std.png
pdf,figures/rq1_phase_macro_f1_mean_std.pdf
eps,figures/rq1_phase_macro_f1_mean_std.eps
png,figures/rq1_round_identification_accuracy_mean_std.png
pdf,figures/rq1_round_identification_accuracy_mean_std.pdf
eps,figures/rq1_round_identification_accuracy_mean_std.eps
png,figures/rq2_non_target_spillover_rate_mean_std.png
pdf,figures/rq2_non_target_spillover_rate_mean_std.pdf
eps,figures/rq2_non_target_spillover_rate_mean_std.eps
png,figures/rq2_selective_modification_rate_mean_std.png
pdf,figures/rq2_selective_modification_rate_mean_std.pdf
eps,figures/rq2_selective_modification_rate_mean_std.eps
png,figures/rq2_trigger_precision_mean_std.png
pdf,figures/rq2_trigger_precision_mean_std.pdf
eps,figures/rq2_trigger_precision_mean_std.eps
png,figures/rq2_trigger_recall_mean_std.png
pdf,figures/rq2_trigger_recall_mean_std.pdf
eps,figures/rq2_trigger_recall_mean_std.eps
png,figures/rq3_mean_absolute_sparsity_drift_mean_std.png
pdf,figures/rq3_mean_absolute_sparsity_drift_mean_std.pdf
eps,figures/rq3_mean_absolute_sparsity_drift_mean_std.eps
png,figures/rq3_mean_coordinate_containment_fraction_mean_std.png
pdf,figures/rq3_mean_coordinate_containment_fraction_mean_std.pdf
eps,figures/rq3_mean_coordinate_containment_fraction_mean_std.eps
png,figures/rq3_mean_genuine_projected_cosine_mean_std.png
pdf,figures/rq3_mean_genuine_projected_cosine_mean_std.pdf
eps,figures/rq3_mean_genuine_projected_cosine_mean_std.eps
png,figures/rq3_mean_norm_containment_fraction_mean_std.png
pdf,figures/rq3_mean_norm_containment_fraction_mean_std.pdf
eps,figures/rq3_mean_norm_containment_fraction_mean_std.eps
png,figures/rq3_mean_projected_to_genuine_norm_ratio_mean_std.png
pdf,figures/rq3_mean_projected_to_genuine_norm_ratio_mean_std.pdf
eps,figures/rq3_mean_projected_to_genuine_norm_ratio_mean_std.eps
png,figures/rq3_model_contract_hash_match_rate_mean_std.png
pdf,figures/rq3_model_contract_hash_match_rate_mean_std.pdf
eps,figures/rq3_model_contract_hash_match_rate_mean_std.eps
png,figures/rq3_reconstruction_success_rate_mean_std.png
pdf,figures/rq3_reconstruction_success_rate_mean_std.pdf
eps,figures/rq3_reconstruction_success_rate_mean_std.eps
png,figures/rq3_wire_compatibility_rate_mean_std.png
pdf,figures/rq3_wire_compatibility_rate_mean_std.pdf
eps,figures/rq3_wire_compatibility_rate_mean_std.eps
png,figures/rq4_mean_flame_rejected_count_mean_std.png
pdf,figures/rq4_mean_flame_rejected_count_mean_std.pdf
eps,figures/rq4_mean_flame_rejected_count_mean_std.eps
png,figures/rq5_aulc_global_accuracy_mean_std.png
pdf,figures/rq5_aulc_global_accuracy_mean_std.pdf
eps,figures/rq5_aulc_global_accuracy_mean_std.eps
png,figures/rq5_aulc_global_macro_f1_mean_std.png
pdf,figures/rq5_aulc_global_macro_f1_mean_std.pdf
eps,figures/rq5_aulc_global_macro_f1_mean_std.eps
png,figures/rq5_final_global_accuracy_mean_std.png
pdf,figures/rq5_final_global_accuracy_mean_std.pdf
eps,figures/rq5_final_global_accuracy_mean_std.eps
png,figures/rq5_final_global_loss_mean_std.png
pdf,figures/rq5_final_global_loss_mean_std.pdf
eps,figures/rq5_final_global_loss_mean_std.eps
png,figures/rq5_final_global_macro_f1_mean_std.png
pdf,figures/rq5_final_global_macro_f1_mean_std.pdf
eps,figures/rq5_final_global_macro_f1_mean_std.eps
png,figures/rq5_mean_analyzer_decision_lag_ms_mean_std.png
pdf,figures/rq5_mean_analyzer_decision_lag_ms_mean_std.pdf
eps,figures/rq5_mean_analyzer_decision_lag_ms_mean_std.eps
png,figures/rq5_mean_proxy_process_cpu_percent_mean_std.png
pdf,figures/rq5_mean_proxy_process_cpu_percent_mean_std.pdf
eps,figures/rq5_mean_proxy_process_cpu_percent_mean_std.eps
png,figures/rq5_mean_proxy_rss_mb_mean_std.png
pdf,figures/rq5_mean_proxy_rss_mb_mean_std.pdf
eps,figures/rq5_mean_proxy_rss_mb_mean_std.eps
png,figures/rq5_mean_server_aggregation_duration_s_mean_std.png
pdf,figures/rq5_mean_server_aggregation_duration_s_mean_std.pdf
eps,figures/rq5_mean_server_aggregation_duration_s_mean_std.eps
png,figures/rq5_mean_server_evaluation_duration_s_mean_std.png
pdf,figures/rq5_mean_server_evaluation_duration_s_mean_std.pdf
eps,figures/rq5_mean_server_evaluation_duration_s_mean_std.eps
png,figures/rq5_server_failure_count_mean_std.png
pdf,figures/rq5_server_failure_count_mean_std.pdf
eps,figures/rq5_server_failure_count_mean_std.eps
csv,tables/rq5/learning_curves_run_values.csv
png,figures/rq5_client_evaluation_duration_s_learning_curve.png
pdf,figures/rq5_client_evaluation_duration_s_learning_curve.pdf
eps,figures/rq5_client_evaluation_duration_s_learning_curve.eps
png,figures/rq5_client_accuracy_learning_curve.png
pdf,figures/rq5_client_accuracy_learning_curve.pdf
eps,figures/rq5_client_accuracy_learning_curve.eps
png,figures/rq5_client_f1_score_learning_curve.png
pdf,figures/rq5_client_f1_score_learning_curve.pdf
eps,figures/rq5_client_f1_score_learning_curve.eps
png,figures/rq5_client_loss_learning_curve.png
pdf,figures/rq5_client_loss_learning_curve.pdf
eps,figures/rq5_client_loss_learning_curve.eps
png,figures/rq5_client_fit_duration_s_learning_curve.png
pdf,figures/rq5_client_fit_duration_s_learning_curve.pdf
eps,figures/rq5_client_fit_duration_s_learning_curve.eps
png,figures/rq5_client_train_duration_s_learning_curve.png
pdf,figures/rq5_client_train_duration_s_learning_curve.pdf
eps,figures/rq5_client_train_duration_s_learning_curve.eps
png,figures/rq5_server_global_accuracy_learning_curve.png
pdf,figures/rq5_server_global_accuracy_learning_curve.pdf
eps,figures/rq5_server_global_accuracy_learning_curve.eps
png,figures/rq5_server_global_macro_f1_learning_curve.png
pdf,figures/rq5_server_global_macro_f1_learning_curve.pdf
eps,figures/rq5_server_global_macro_f1_learning_curve.eps
png,figures/rq5_server_global_loss_learning_curve.png
pdf,figures/rq5_server_global_loss_learning_curve.pdf
eps,figures/rq5_server_global_loss_learning_curve.eps
png,figures/rq5_server_aggregation_duration_s_learning_curve.png
pdf,figures/rq5_server_aggregation_duration_s_learning_curve.pdf
eps,figures/rq5_server_aggregation_duration_s_learning_curve.eps
png,figures/rq5_server_evaluation_duration_s_learning_curve.png
pdf,figures/rq5_server_evaluation_duration_s_learning_curve.pdf
eps,figures/rq5_server_evaluation_duration_s_learning_curve.eps
png,figures/rq5_server_phase_duration_s_learning_curve.png
pdf,figures/rq5_server_phase_duration_s_learning_curve.pdf
eps,figures/rq5_server_phase_duration_s_learning_curve.eps
csv,tables/rq5/learning_curves_mean_std.csv
csv,tables/data_quality/data_quality_issues.csv
markdown,evaluation_summary.md
