bundle_id,condition,defense,attack,raw_attack,components,match_method,match_score,component_run_ids,experiment_ids,run_ids,files
bundle_0011,flame_blind,flame,,,server,conservative_split,0.0,server:time_20260717_110941,exp_1784304581,run_1784304581,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/flame_blind_20260717_110941_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/flame_blind_20260717_110941_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/flame_blind_20260717_110941_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/server_client_defense_log_20260717_110941.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/server_run_manifest_20260717_110941.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/server_metrics_log_20260717_110941.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/server_round_defense_log_20260717_110941.csv
bundle_0012,exp3,,,,analyzer,conservative_split,0.0,analyzer:time_20260717_120953,exp_1784304595,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/analyzer_decision_log_20260717_120953.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/analyzer_events_20260717_120953.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/analyzer_phase_log_20260717_120953.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/analyzer_round_log_20260717_120953.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp3/analyzer_wire_upload_log_20260717_120953.csv
bundle_0013,exp3,,,,client,conservative_split,0.0,client:time_20260717_121438,exp_20260717_121551,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/baseline/flame/exp3/client_metrics_log_20260717_121438.csv
bundle_0014,exp3,,,,client,conservative_split,0.0,client:time_20260717_121539,exp_20260717_121601,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/baseline/flame/exp3/client_metrics_log_20260717_121539.csv
bundle_0015,exp3,,,,client,conservative_split,0.0,client:time_20260717_121448,exp_20260717_121522,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/baseline/flame/exp3/client_metrics_log_20260717_121448.csv
bundle_0016,flame_blind,flame,,,server,conservative_split,0.0,server:time_20260717_113525,exp_1784306125,run_1784306125,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/flame_blind_20260717_113525_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/flame_blind_20260717_113525_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/flame_blind_20260717_113525_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/server_client_defense_log_20260717_113525.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/server_run_manifest_20260717_113525.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/server_metrics_log_20260717_113525.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/server_round_defense_log_20260717_113525.csv
bundle_0017,exp4,,,,analyzer,conservative_split,0.0,analyzer:time_20260717_123819,exp_1784306301,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/analyzer_decision_log_20260717_123819.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/analyzer_events_20260717_123819.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/analyzer_phase_log_20260717_123819.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/analyzer_round_log_20260717_123819.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp4/analyzer_wire_upload_log_20260717_123819.csv
bundle_0018,exp4,,,,client,conservative_split,0.0,client:time_20260717_124149,exp_20260717_124206,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/baseline/flame/exp4/client_metrics_log_20260717_124149.csv
bundle_0019,exp4,,,,client,conservative_split,0.0,client:time_20260717_124100,exp_20260717_124216,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/baseline/flame/exp4/client_metrics_log_20260717_124100.csv
bundle_0020,exp4,,,,client,conservative_split,0.0,client:time_20260717_123906,exp_20260717_124242,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/baseline/flame/exp4/client_metrics_log_20260717_123906.csv
bundle_0021,exp5,,,,analyzer,conservative_split,0.0,analyzer:time_20260717_125540,exp_1784307342,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/analyzer_decision_log_20260717_125540.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/analyzer_events_20260717_125540.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/analyzer_phase_log_20260717_125540.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/analyzer_round_log_20260717_125540.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/analyzer_wire_upload_log_20260717_125540.csv
bundle_0022,flame_blind,flame,,,server,conservative_split,0.0,server:time_20260717_115251,exp_1784307171,run_1784307171,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/flame_blind_20260717_115251_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/flame_blind_20260717_115251_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/flame_blind_20260717_115251_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/server_client_defense_log_20260717_115251.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/server_run_manifest_20260717_115251.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/server_metrics_log_20260717_115251.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/flame/exp5/server_round_defense_log_20260717_115251.csv
bundle_0023,exp5,,,,client,conservative_split,0.0,client:time_20260717_125823,exp_20260717_125846,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/baseline/flame/exp5/client_metrics_log_20260717_125823.csv
bundle_0024,exp5,,,,client,conservative_split,0.0,client:time_20260717_125748,exp_20260717_125830,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/baseline/flame/exp5/client_metrics_log_20260717_125748.csv
bundle_0025,exp5,,,,client,conservative_split,0.0,client:time_20260717_125618,exp_20260717_125915,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/baseline/flame/exp5/client_metrics_log_20260717_125618.csv
bundle_0026,trimmed_mean_blind,trimmed_mean,,,server,conservative_split,0.0,server:time_20260717_121617,exp_1784308577,run_1784308577,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp1/trimmed_mean_blind_20260717_121617_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp1/trimmed_mean_blind_20260717_121617_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp1/trimmed_mean_blind_20260717_121617_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp1/server_client_defense_log_20260717_121617.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp1/server_run_manifest_20260717_121617.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp1/server_metrics_log_20260717_121617.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp1/server_round_defense_log_20260717_121617.csv
bundle_0027,trimmed_mean_blind,trimmed_mean,,,server,conservative_split,0.0,server:time_20260717_122926,exp_1784309366,run_1784309366,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp2/trimmed_mean_blind_20260717_122926_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp2/trimmed_mean_blind_20260717_122926_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp2/trimmed_mean_blind_20260717_122926_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp2/server_client_defense_log_20260717_122926.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp2/server_run_manifest_20260717_122926.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp2/server_metrics_log_20260717_122926.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp2/server_round_defense_log_20260717_122926.csv
bundle_0028,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260717_131902,exp_1784308748,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp1/analyzer_decision_log_20260717_131902.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp1/analyzer_events_20260717_131902.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp1/analyzer_phase_log_20260717_131902.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp1/analyzer_round_log_20260717_131902.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp1/analyzer_wire_upload_log_20260717_131902.csv
bundle_0029,exp2,,,,analyzer,conservative_split,0.0,analyzer:time_20260717_132809,exp_1784309291,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp2/analyzer_decision_log_20260717_132809.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp2/analyzer_events_20260717_132809.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp2/analyzer_phase_log_20260717_132809.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp2/analyzer_round_log_20260717_132809.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp2/analyzer_wire_upload_log_20260717_132809.csv
bundle_0030,exp1,,,,client,conservative_split,0.0,client:time_20260717_132245,exp_20260717_132301,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/baseline/trimmed_mean/exp1/client_metrics_log_20260717_132245.csv
bundle_0031,exp2,,,,client,conservative_split,0.0,client:time_20260717_133316,exp_20260717_133332,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/baseline/trimmed_mean/exp2/client_metrics_log_20260717_133316.csv
bundle_0032,exp1,,,,client,conservative_split,0.0,client:time_20260717_132121,exp_20260717_132227,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/baseline/trimmed_mean/exp1/client_metrics_log_20260717_132121.csv
bundle_0033,exp2,,,,client,conservative_split,0.0,client:time_20260717_133250,exp_20260717_133343,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/baseline/trimmed_mean/exp2/client_metrics_log_20260717_133250.csv
bundle_0034,exp1,,,,client,conservative_split,0.0,client:time_20260717_131952,exp_20260717_132326,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/baseline/trimmed_mean/exp1/client_metrics_log_20260717_131952.csv
bundle_0035,exp2,,,,client,conservative_split,0.0,client:time_20260717_133058,exp_20260717_133413,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/baseline/trimmed_mean/exp2/client_metrics_log_20260717_133058.csv
bundle_0036,trimmed_mean_blind,trimmed_mean,,,server,conservative_split,0.0,server:time_20260717_124846,exp_1784310526,run_1784310526,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp3/trimmed_mean_blind_20260717_124846_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp3/trimmed_mean_blind_20260717_124846_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp3/trimmed_mean_blind_20260717_124846_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp3/server_client_defense_log_20260717_124846.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp3/server_run_manifest_20260717_124846.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp3/server_metrics_log_20260717_124846.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp3/server_round_defense_log_20260717_124846.csv
bundle_0037,exp3,,,,analyzer,conservative_split,0.0,analyzer:time_20260717_134751,exp_1784310473,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp3/analyzer_decision_log_20260717_134751.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp3/analyzer_events_20260717_134751.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp3/analyzer_phase_log_20260717_134751.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp3/analyzer_round_log_20260717_134751.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp3/analyzer_wire_upload_log_20260717_134751.csv
bundle_0038,exp3,,,,client,conservative_split,0.0,client:time_20260717_135347,exp_20260717_135409,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/baseline/trimmed_mean/exp3/client_metrics_log_20260717_135347.csv
bundle_0039,exp3,,,,client,conservative_split,0.0,client:time_20260717_135330,exp_20260717_135354,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/baseline/trimmed_mean/exp3/client_metrics_log_20260717_135330.csv
bundle_0040,exp3,,,,client,conservative_split,0.0,client:time_20260717_135114,exp_20260717_135128,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/baseline/trimmed_mean/exp3/client_metrics_log_20260717_135114.csv
bundle_0041,trimmed_mean_blind,trimmed_mean,,,server,conservative_split,0.0,server:time_20260717_130122,exp_1784311282,run_1784311282,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp4/trimmed_mean_blind_20260717_130122_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp4/trimmed_mean_blind_20260717_130122_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp4/trimmed_mean_blind_20260717_130122_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp4/server_client_defense_log_20260717_130122.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp4/server_run_manifest_20260717_130122.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp4/server_metrics_log_20260717_130122.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp4/server_round_defense_log_20260717_130122.csv
bundle_0042,exp4,,,,analyzer,conservative_split,0.0,analyzer:time_20260717_140041,exp_1784311242,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp4/analyzer_decision_log_20260717_140041.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp4/analyzer_events_20260717_140041.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp4/analyzer_phase_log_20260717_140041.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp4/analyzer_round_log_20260717_140041.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp4/analyzer_wire_upload_log_20260717_140041.csv
bundle_0043,exp4,,,,client,conservative_split,0.0,client:time_20260717_140627,exp_20260717_140643,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/baseline/trimmed_mean/exp4/client_metrics_log_20260717_140627.csv
bundle_0044,exp4,,,,client,conservative_split,0.0,client:time_20260717_140506,exp_20260717_140524,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/baseline/trimmed_mean/exp4/client_metrics_log_20260717_140506.csv
bundle_0045,exp4,,,,client,conservative_split,0.0,client:time_20260717_140319,exp_20260717_140354,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/baseline/trimmed_mean/exp4/client_metrics_log_20260717_140319.csv
bundle_0046,trimmed_mean_blind,trimmed_mean,,,server,conservative_split,0.0,server:time_20260717_131314,exp_1784311994,run_1784311994,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp5/trimmed_mean_blind_20260717_131314_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp5/trimmed_mean_blind_20260717_131314_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp5/trimmed_mean_blind_20260717_131314_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp5/server_client_defense_log_20260717_131314.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp5/server_run_manifest_20260717_131314.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp5/server_metrics_log_20260717_131314.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trim/exp5/server_round_defense_log_20260717_131314.csv
bundle_0047,exp5,,,,analyzer,conservative_split,0.0,analyzer:time_20260717_141218,exp_1784311940,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp5/analyzer_decision_log_20260717_141218.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp5/analyzer_events_20260717_141218.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp5/analyzer_phase_log_20260717_141218.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp5/analyzer_round_log_20260717_141218.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/trimmed_mean/exp5/analyzer_wire_upload_log_20260717_141218.csv
bundle_0048,exp5,,,,client,conservative_split,0.0,client:time_20260717_141929,exp_20260717_141940,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/baseline/trimmed_mean/exp5/client_metrics_log_20260717_141929.csv
bundle_0049,exp5,,,,client,conservative_split,0.0,client:time_20260717_141815,exp_20260717_141915,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/baseline/trimmed_mean/exp5/client_metrics_log_20260717_141815.csv
bundle_0050,exp5,,,,client,conservative_split,0.0,client:time_20260717_141543,exp_20260717_141603,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/baseline/trimmed_mean/exp5/client_metrics_log_20260717_141543.csv
bundle_0051,exp1,,,,analyzer,conservative_split,0.0,analyzer:time_20260717_142728,exp_1784312850,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/analyzer_decision_log_20260717_142728.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/analyzer_events_20260717_142728.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/analyzer_phase_log_20260717_142728.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/analyzer_round_log_20260717_142728.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/analyzer_wire_upload_log_20260717_142728.csv
bundle_0052,median_blind,median,,,server,conservative_split,0.0,server:time_20260717_133009,exp_1784313009,run_1784313009,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/median_blind_20260717_133009_inference_clients.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/median_blind_20260717_133009_inference_rounds.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/median_blind_20260717_133009_inference_summary.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/server_client_defense_log_20260717_133009.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/server_run_manifest_20260717_133009.json;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/server_metrics_log_20260717_133009.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp1/server_round_defense_log_20260717_133009.csv
bundle_0053,exp1,,,,client,conservative_split,0.0,client:time_20260717_143536,exp_20260717_143556,,/home/lawrence/Lawrence/FL_poison/data/client_results_unattributed_legacy/client 4/RNN/baseline/median/exp1/client_metrics_log_20260717_143536.csv
bundle_0054,exp1,,,,client,conservative_split,0.0,client:time_20260717_143412,exp_20260717_143429,,/home/lawrence/Lawrence/FL_poison/client_results/client-1/RNN/New_RNN/poisoning/baseline/median/exp1/client_metrics_log_20260717_143412.csv
bundle_0055,exp1,,,,client,conservative_split,0.0,client:time_20260717_143140,exp_20260717_143151,,/home/lawrence/Lawrence/FL_poison/client_results/client-4/RNN/baseline/median/exp1/client_metrics_log_20260717_143140.csv
bundle_0056,exp2,,,,analyzer,conservative_split,0.0,analyzer:time_20260717_144317,exp_1784313802,,/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/analyzer_decision_log_20260717_144317.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/analyzer_events_20260717_144317.jsonl;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/analyzer_phase_log_20260717_144317.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/analyzer_round_log_20260717_144317.csv;/home/lawrence/Lawrence/FL_poison/Result/RNN/proxy/baseline/median/exp2/analyzer_wire_upload_log_20260717_144317.csv
